shipment_id,lot_id,ndc,qty,line_no,depot_id,status,dispatch_dt,unit_cost_usd,transport_cost_usd,handling_cost_usd,total_cost_usd
SHP-030-1,LOT-030-A,NDC-0006-5333-01,33,3,DEPOT-HH,Delivered,2025-07-06,2262,1470,296,76412
SHP-040-1,LOT-040-A,NDC-0006-5331-01,34,1,DEPOT-HH,Delivered,2025-07-30,1416,799,137,49080
SHP-046-3,LOT-046-C,NDC-0006-5333-01,35,3,DEPOT-HH,Quarantined,2025-10-08,2262,1470,285,80925
SHP-030-3,LOT-030-C,NDC-0006-5331-01,21,1,DEPOT-HH,Quarantined,2025-10-08,1416,846,154,30736
SHP-044-3,LOT-044-C,NDC-0006-5333-01,23,3,DEPOT-NJ,Quarantined,2025-09-30,2312,675,267,54118
SHP-044-1,LOT-044-A,NDC-0006-5332-01,31,2,DEPOT-NJ,Delivered,2025-07-03,1622,1343,186,51811
SHP-016-3,LOT-016-C,NDC-0006-5333-01,23,3,DEPOT-HH,In Transit,2025-09-29,2312,1305,233,54714
SHP-023-2,LOT-023-B,NDC-0006-5331-01,14,1,DEPOT-HH,In Transit,2025-08-05,1507,524,366,21988
SHP-006-3,LOT-006-C,NDC-0006-5333-01,36,3,DEPOT-HH,Delivered,2025-10-15,2262,1127,177,82736
SHP-024-1,LOT-024-A,NDC-0006-5333-01,33,3,DEPOT-HH,Quarantined,2025-07-19,2262,709,322,75677
SHP-053-2,LOT-053-B,NDC-0006-5333-01,16,3,DEPOT-HH,Delivered,2025-08-19,2262,539,266,36997
SHP-044-1,LOT-044-A,NDC-0006-5331-01,38,1,DEPOT-NJ,Delivered,2025-07-13,1416,1077,188,55073
SHP-053-3,LOT-053-C,NDC-0006-5331-01,21,1,DEPOT-HH,In Transit,2025-09-15,1510,785,261,32756
SHP-025-3,LOT-025-C,NDC-0006-5331-01,31,1,DEPOT-HH,Delivered,2025-09-28,1416,1168,275,45339
SHP-052-1,LOT-052-A,NDC-0006-5332-01,25,2,DEPOT-NJ,Quarantined,2025-07-17,1622,1048,144,41742
SHP-047-1,LOT-047-A,NDC-0006-5331-01,27,1,DEPOT-TYO,In Transit,2025-07-13,1416,1157,180,39569
SHP-038-1,LOT-038-A,NDC-0006-5333-01,40,3,DEPOT-NJ,Quarantined,2025-07-13,2312,1424,359,94263
SHP-031-3,LOT-031-C,NDC-0006-5331-01,30,1,DEPOT-BLR,Quarantined,2025-10-03,1507,1482,368,47060
SHP-033-2,LOT-033-B,NDC-0006-5332-01,20,2,DEPOT-TYO,Delivered,2025-07-18,1814,870,281,37431
SHP-019-1,LOT-019-A,NDC-0006-5333-01,35,3,DEPOT-NJ,Delivered,2025-07-20,2203,1126,301,78532
SHP-008-2,LOT-008-B,NDC-0006-5332-01,15,2,DEPOT-NJ,Delivered,2025-07-12,1814,618,113,27941
SHP-047-3,LOT-047-C,NDC-0006-5332-01,30,2,DEPOT-TYO,Quarantined,2025-09-27,1814,660,243,55323
SHP-050-1,LOT-050-A,NDC-0006-5333-01,32,3,DEPOT-HH,Quarantined,2025-07-15,2312,796,103,74883
SHP-025-1,LOT-025-A,NDC-0006-5331-01,36,1,DEPOT-HH,Delivered,2025-07-18,1416,963,228,52167
SHP-024-3,LOT-024-C,NDC-0006-5331-01,35,1,DEPOT-HH,Quarantined,2025-09-26,1416,1225,124,50909
SHP-021-2,LOT-021-B,NDC-0006-5333-01,12,3,DEPOT-NJ,In Transit,2025-08-19,2262,1388,100,28632
SHP-009-3,LOT-009-C,NDC-0006-5332-01,24,2,DEPOT-BLR,Quarantined,2025-09-13,1814,916,321,44773
SHP-034-1,LOT-034-A,NDC-0006-5332-01,27,2,DEPOT-HH,Quarantined,2025-07-21,1622,1114,129,45037
SHP-052-1,LOT-052-A,NDC-0006-5331-01,35,1,DEPOT-NJ,Quarantined,2025-07-28,1510,851,257,53958
SHP-035-3,LOT-035-C,NDC-0006-5333-01,30,3,DEPOT-HH,Quarantined,2025-09-01,2262,1472,233,69565
SHP-010-2,LOT-010-B,NDC-0006-5332-01,15,2,DEPOT-TYO,Quarantined,2025-08-17,1814,1328,336,28874
SHP-039-3,LOT-039-C,NDC-0006-5332-01,22,2,DEPOT-NJ,Quarantined,2025-09-28,1701,992,292,38706
SHP-029-3,LOT-029-C,NDC-0006-5331-01,28,1,DEPOT-TYO,Quarantined,2025-09-22,1507,1103,279,43578
SHP-034-3,LOT-034-C,NDC-0006-5332-01,25,2,DEPOT-HH,Quarantined,2025-10-01,1622,703,397,41650
SHP-050-1,LOT-050-A,NDC-0006-5333-01,32,3,DEPOT-HH,Quarantined,2025-07-17,2262,1183,122,73689
SHP-018-3,LOT-018-C,NDC-0006-5333-01,22,3,DEPOT-TYO,Quarantined,2025-10-03,2312,1421,215,52500
SHP-010-2,LOT-010-B,NDC-0006-5331-01,8,1,DEPOT-TYO,Quarantined,2025-08-17,1510,807,154,13041
SHP-027-1,LOT-027-A,NDC-0006-5333-01,29,3,DEPOT-HH,Delivered,2025-07-22,2312,802,387,68237
SHP-007-2,LOT-007-B,NDC-0006-5331-01,15,1,DEPOT-NJ,Delivered,2025-08-06,1416,864,125,22229
SHP-045-2,LOT-045-B,NDC-0006-5332-01,15,2,DEPOT-HH,Delivered,2025-07-02,1622,972,203,25505
SHP-054-2,LOT-054-B,NDC-0006-5332-01,11,2,DEPOT-NJ,Quarantined,2025-08-07,1622,582,215,18639
SHP-002-3,LOT-002-C,NDC-0006-5331-01,32,1,DEPOT-HH,Quarantined,2025-09-22,1416,647,134,46093
SHP-002-3,LOT-002-C,NDC-0006-5333-01,31,3,DEPOT-HH,Quarantined,2025-08-26,2312,942,114,72728
SHP-009-1,LOT-009-A,NDC-0006-5331-01,45,1,DEPOT-BLR,Quarantined,2025-07-05,1416,917,346,64983
SHP-050-3,LOT-050-C,NDC-0006-5332-01,27,2,DEPOT-HH,Quarantined,2025-09-02,1622,709,381,44884
SHP-007-1,LOT-007-A,NDC-0006-5331-01,35,1,DEPOT-NJ,Delivered,2025-07-23,1510,1325,399,54574
SHP-019-3,LOT-019-C,NDC-0006-5333-01,23,3,DEPOT-NJ,In Transit,2025-09-25,2262,725,383,53134
SHP-022-1,LOT-022-A,NDC-0006-5331-01,27,1,DEPOT-NJ,Delivered,2025-07-18,1507,604,234,41527
SHP-042-3,LOT-042-C,NDC-0006-5331-01,24,1,DEPOT-NJ,Delivered,2025-10-02,1510,1260,248,37748
SHP-016-2,LOT-016-B,NDC-0006-5333-01,18,3,DEPOT-HH,Quarantined,2025-08-07,2262,901,338,41955
SHP-042-3,LOT-042-C,NDC-0006-5331-01,24,1,DEPOT-NJ,In Transit,2025-10-12,1416,589,246,34819
SHP-009-1,LOT-009-A,NDC-0006-5332-01,21,2,DEPOT-BLR,Quarantined,2025-07-05,1814,869,193,39156
SHP-042-1,LOT-042-A,NDC-0006-5332-01,22,2,DEPOT-NJ,Quarantined,2025-07-19,1814,698,388,40994
SHP-025-3,LOT-025-C,NDC-0006-5332-01,21,2,DEPOT-HH,Quarantined,2025-10-01,1701,1462,116,37299
SHP-041-1,LOT-041-A,NDC-0006-5332-01,33,2,DEPOT-NJ,Delivered,2025-07-26,1701,1094,171,57398
SHP-021-1,LOT-021-A,NDC-0006-5331-01,29,1,DEPOT-NJ,Quarantined,2025-07-01,1510,925,286,45001
SHP-011-1,LOT-011-A,NDC-0006-5331-01,33,1,DEPOT-NJ,Delivered,2025-07-13,1416,1217,352,48297
SHP-005-3,LOT-005-C,NDC-0006-5331-01,27,1,DEPOT-NJ,Delivered,2025-09-30,1507,1135,296,42120
SHP-005-2,LOT-005-B,NDC-0006-5333-01,15,3,DEPOT-NJ,Delivered,2025-08-08,2312,1367,335,36382
SHP-007-2,LOT-007-B,NDC-0006-5332-01,15,2,DEPOT-NJ,Delivered,2025-08-06,1622,670,319,25319
SHP-021-2,LOT-021-B,NDC-0006-5333-01,12,3,DEPOT-NJ,Delivered,2025-07-24,2312,655,386,28785
SHP-035-2,LOT-035-B,NDC-0006-5331-01,17,1,DEPOT-HH,Quarantined,2025-08-02,1507,1112,109,26840
SHP-041-2,LOT-041-B,NDC-0006-5331-01,15,1,DEPOT-NJ,Delivered,2025-08-19,1416,1347,253,22840
SHP-017-3,LOT-017-C,NDC-0006-5332-01,20,2,DEPOT-HH,Quarantined,2025-10-03,1622,1417,369,34226
SHP-021-2,LOT-021-B,NDC-0006-5332-01,20,2,DEPOT-NJ,In Transit,2025-08-19,1814,1170,168,37618
SHP-005-3,LOT-005-C,NDC-0006-5332-01,26,2,DEPOT-NJ,Quarantined,2025-09-27,1814,919,256,48339
SHP-027-2,LOT-027-B,NDC-0006-5333-01,10,3,DEPOT-HH,Quarantined,2025-08-18,2203,609,147,22786
SHP-023-3,LOT-023-C,NDC-0006-5331-01,30,1,DEPOT-HH,Delivered,2025-09-30,1510,770,202,46272
SHP-060-2,LOT-060-B,NDC-0006-5332-01,12,2,DEPOT-NJ,Delivered,2025-07-21,1622,919,312,20695
SHP-001-1,LOT-001-A,NDC-0006-5331-01,23,1,DEPOT-HH,In Transit,2025-07-22,1510,1315,127,36172
SHP-057-3,LOT-057-C,NDC-0006-5332-01,36,2,DEPOT-HH,Delivered,2025-09-28,1814,771,317,66392
SHP-060-2,LOT-060-B,NDC-0006-5333-01,19,3,DEPOT-NJ,Quarantined,2025-08-10,2203,1061,320,43238
SHP-049-3,LOT-049-C,NDC-0006-5331-01,26,1,DEPOT-NJ,Delivered,2025-09-06,1507,977,124,40283
SHP-036-3,LOT-036-C,NDC-0006-5331-01,31,1,DEPOT-HH,In Transit,2025-10-04,1510,1228,237,48275
SHP-055-3,LOT-055-C,NDC-0006-5331-01,35,1,DEPOT-HH,Delivered,2025-09-16,1510,1438,385,54673
SHP-052-2,LOT-052-B,NDC-0006-5333-01,10,3,DEPOT-NJ,In Transit,2025-08-02,2312,1257,282,24659
SHP-006-3,LOT-006-C,NDC-0006-5331-01,24,1,DEPOT-HH,Delivered,2025-10-09,1416,620,203,34807
SHP-050-3,LOT-050-C,NDC-0006-5333-01,36,3,DEPOT-HH,In Transit,2025-10-08,2203,1398,197,80903
SHP-025-3,LOT-025-C,NDC-0006-5333-01,28,3,DEPOT-HH,Delivered,2025-09-28,2262,1454,245,65035
SHP-013-2,LOT-013-B,NDC-0006-5331-01,14,1,DEPOT-BLR,Quarantined,2025-07-24,1510,1086,100,22326
SHP-046-3,LOT-046-C,NDC-0006-5333-01,35,3,DEPOT-HH,Quarantined,2025-09-18,2312,711,282,81913
SHP-050-3,LOT-050-C,NDC-0006-5332-01,27,2,DEPOT-HH,Delivered,2025-10-07,1622,783,207,44784
SHP-048-2,LOT-048-B,NDC-0006-5333-01,16,3,DEPOT-NJ,Quarantined,2025-08-04,2203,1366,379,36993
SHP-032-2,LOT-032-B,NDC-0006-5331-01,12,1,DEPOT-HH,Delivered,2025-07-21,1507,1255,114,19453
SHP-020-3,LOT-020-C,NDC-0006-5333-01,25,3,DEPOT-HH,Quarantined,2025-09-17,2262,844,158,57552
SHP-019-3,LOT-019-C,NDC-0006-5331-01,28,1,DEPOT-NJ,In Transit,2025-09-25,1510,510,233,43023
SHP-056-2,LOT-056-B,NDC-0006-5333-01,16,3,DEPOT-TYO,Delivered,2025-08-07,2312,523,235,37750
SHP-005-2,LOT-005-B,NDC-0006-5333-01,15,3,DEPOT-NJ,Delivered,2025-08-08,2203,1232,285,34562
SHP-015-1,LOT-015-A,NDC-0006-5331-01,39,1,DEPOT-NJ,Quarantined,2025-07-30,1510,1123,363,60376
SHP-034-2,LOT-034-B,NDC-0006-5331-01,17,1,DEPOT-HH,Delivered,2025-07-20,1510,709,326,26705
SHP-004-2,LOT-004-B,NDC-0006-5332-01,18,2,DEPOT-HH,Delivered,2025-08-08,1701,1269,244,32131
SHP-048-3,LOT-048-C,NDC-0006-5333-01,26,3,DEPOT-NJ,In Transit,2025-09-27,2262,951,233,59996
SHP-005-1,LOT-005-A,NDC-0006-5332-01,41,2,DEPOT-NJ,Quarantined,2025-08-01,1622,1265,244,68011
SHP-040-2,LOT-040-B,NDC-0006-5331-01,17,1,DEPOT-HH,Quarantined,2025-08-16,1510,1346,397,27413
SHP-040-1,LOT-040-A,NDC-0006-5331-01,34,1,DEPOT-HH,Delivered,2025-07-30,1507,646,228,52112
SHP-029-1,LOT-029-A,NDC-0006-5331-01,32,1,DEPOT-TYO,Quarantined,2025-07-25,1510,642,196,49158
SHP-016-2,LOT-016-B,NDC-0006-5332-01,13,2,DEPOT-HH,Delivered,2025-08-17,1701,545,293,22951
SHP-030-3,LOT-030-C,NDC-0006-5332-01,35,2,DEPOT-HH,In Transit,2025-10-03,1622,731,115,57616
SHP-031-1,LOT-031-A,NDC-0006-5332-01,25,2,DEPOT-BLR,Delivered,2025-07-25,1701,1370,297,44192
SHP-013-3,LOT-013-C,NDC-0006-5332-01,20,2,DEPOT-BLR,Quarantined,2025-09-11,1814,1249,242,37771
SHP-002-2,LOT-002-B,NDC-0006-5333-01,12,3,DEPOT-HH,Delivered,2025-07-17,2203,1172,362,27970
SHP-015-1,LOT-015-A,NDC-0006-5331-01,39,1,DEPOT-NJ,Delivered,2025-07-12,1510,1262,285,60437
SHP-008-1,LOT-008-A,NDC-0006-5333-01,27,3,DEPOT-NJ,Delivered,2025-07-18,2262,698,271,62043
SHP-041-2,LOT-041-B,NDC-0006-5332-01,15,2,DEPOT-NJ,Delivered,2025-08-19,1622,954,152,25436
SHP-037-1,LOT-037-A,NDC-0006-5331-01,23,1,DEPOT-BLR,Quarantined,2025-08-05,1507,729,216,35606
SHP-021-1,LOT-021-A,NDC-0006-5333-01,33,3,DEPOT-NJ,Quarantined,2025-06-22,2203,1364,361,74424
SHP-049-3,LOT-049-C,NDC-0006-5333-01,25,3,DEPOT-NJ,Delivered,2025-09-06,2203,790,256,56121
SHP-020-2,LOT-020-B,NDC-0006-5333-01,10,3,DEPOT-HH,Delivered,2025-07-31,2262,960,203,23783
SHP-002-2,LOT-002-B,NDC-0006-5331-01,16,1,DEPOT-HH,Delivered,2025-08-08,1507,705,194,25011
SHP-019-1,LOT-019-A,NDC-0006-5333-01,35,3,DEPOT-NJ,Delivered,2025-07-20,2262,1378,214,80762
SHP-025-1,LOT-025-A,NDC-0006-5332-01,23,2,DEPOT-HH,Delivered,2025-08-02,1814,1278,212,43212
SHP-045-3,LOT-045-C,NDC-0006-5333-01,29,3,DEPOT-HH,Quarantined,2025-10-05,2203,1440,238,65565
SHP-003-3,LOT-003-C,NDC-0006-5333-01,22,3,DEPOT-BLR,Delivered,2025-09-09,2312,731,148,51743
SHP-011-1,LOT-011-A,NDC-0006-5333-01,23,3,DEPOT-NJ,Delivered,2025-07-28,2203,1452,323,52444
SHP-028-2,LOT-028-B,NDC-0006-5332-01,13,2,DEPOT-TYO,Delivered,2025-08-01,1814,780,326,24688
SHP-060-3,LOT-060-C,NDC-0006-5333-01,33,3,DEPOT-NJ,Quarantined,2025-10-02,2203,1129,273,74101
SHP-025-2,LOT-025-B,NDC-0006-5332-01,16,2,DEPOT-HH,Delivered,2025-07-31,1622,591,396,26939
SHP-022-3,LOT-022-C,NDC-0006-5331-01,39,1,DEPOT-NJ,Quarantined,2025-09-28,1510,650,366,59906
SHP-059-1,LOT-059-A,NDC-0006-5332-01,34,2,DEPOT-HH,Quarantined,2025-07-09,1622,1235,127,56510
SHP-033-3,LOT-033-C,NDC-0006-5333-01,30,3,DEPOT-TYO,Quarantined,2025-09-18,2203,524,214,66828
SHP-013-2,LOT-013-B,NDC-0006-5333-01,13,3,DEPOT-BLR,Quarantined,2025-07-24,2203,1302,120,30061
SHP-029-3,LOT-029-C,NDC-0006-5332-01,37,2,DEPOT-TYO,Quarantined,2025-09-22,1622,1473,366,61853
SHP-043-1,LOT-043-A,NDC-0006-5331-01,37,1,DEPOT-HH,Delivered,2025-07-02,1507,596,173,56528
